Frequency Hz,Permittivity,Elec. Cond. (S/m)
5941000000000,4.027592038,56.20627376
5960800000000,4.027507716,56.22516758
5980600000000,4.027423935,56.24400449
6000400000000,4.027340691,56.26278486
6020200000000,4.027257978,56.28150905
6040000000000,4.027175792,56.3001774
6059800000000,4.027094126,56.31879027
6079600000000,4.027012976,56.33734801
6099400000000,4.026932337,56.35585095
6119200000000,4.026852204,56.37429944
6139000000000,4.026772572,56.39269382
6158800000000,4.026693437,56.41103442
6178600000000,4.026614793,56.42932157
6198400000000,4.026536637,56.44755561
6218200000000,4.026458963,56.46573684
6238000000000,4.026381768,56.4838656
6257800000000,4.026305046,56.50194221
6277600000000,4.026228792,56.51996698
6297400000000,4.026153004,56.53794022
6317200000000,4.026077676,56.55586225
6337000000000,4.026002805,56.57373336
6356800000000,4.025928385,56.59155388
6376600000000,4.025854413,56.60932409
6396400000000,4.025780885,56.62704429
6416200000000,4.025707797,56.64471479
6436000000000,4.025635145,56.66233588
6455800000000,4.025562924,56.67990784
6475600000000,4.025491131,56.69743097
6495400000000,4.025419762,56.71490554
6515200000000,4.025348813,56.73233186
6535000000000,4.025278281,56.74971019
6554800000000,4.025208162,56.76704081
6574600000000,4.025138451,56.784324
6594400000000,4.025069146,56.80156003
6614200000000,4.025000243,56.81874918
6634000000000,4.024931738,56.8358917
6653800000000,4.024863628,56.85298788
6673600000000,4.024795909,56.87003797
6693400000000,4.024728579,56.88704223
6713200000000,4.024661632,56.90400092
6733000000000,4.024595067,56.92091431
6752800000000,4.02452888,56.93778264
6772600000000,4.024463068,56.95460616
6792400000000,4.024397627,56.97138514
6812200000000,4.024332554,56.98811981
6832000000000,4.024267846,57.00481043
6851800000000,4.0242035,57.02145723
6871600000000,4.024139513,57.03806046
6891400000000,4.024075882,57.05462036
6911200000000,4.024012604,57.07113717
6931000000000,4.023949676,57.08761113
6950800000000,4.023887094,57.10404246
6970600000000,4.023824857,57.1204314
6990400000000,4.023762961,57.13677818
7010200000000,4.023701403,57.15308304
7030000000000,4.02364018,57.16934618
7049800000000,4.02357929,57.18556785
7069600000000,4.02351873,57.20174826
7089400000000,4.023458498,57.21788764
7109200000000,4.02339859,57.23398619
7129000000000,4.023339003,57.25004415
7148800000000,4.023279737,57.26606173
7168600000000,4.023220786,57.28203913
7188400000000,4.02316215,57.29797658
7208200000000,4.023103825,57.31387428
7228000000000,4.02304581,57.32973245
7247800000000,4.0229881,57.34555128
7267600000000,4.022930695,57.36133098
7287400000000,4.022873592,57.37707177
7307200000000,4.022816787,57.39277383
7327000000000,4.02276028,57.40843737
7346800000000,4.022704067,57.4240626
7366600000000,4.022648146,57.4396497
7386400000000,4.022592515,57.45519888
7406200000000,4.022537172,57.47071032
7426000000000,4.022482114,57.48618422
7445800000000,4.022427338,57.50162078
7465600000000,4.022372844,57.51702018
7485400000000,4.022318628,57.5323826
7505200000000,4.022264689,57.54770825
7525000000000,4.022211024,57.5629973
7544800000000,4.022157632,57.57824993
7564600000000,4.022104509,57.59346633
7584400000000,4.022051654,57.60864669
7604200000000,4.021999066,57.62379117
7624000000000,4.021946741,57.63889997
7643800000000,4.021894679,57.65397325
7663600000000,4.021842876,57.66901119
7683400000000,4.021791331,57.68401397
7703200000000,4.021740042,57.69898176
7723000000000,4.021689007,57.71391473
7742800000000,4.021638225,57.72881306
7762600000000,4.021587692,57.74367691
7782400000000,4.021537408,57.75850644
7802200000000,4.021487371,57.77330183
7822000000000,4.021437578,57.78806325
7841800000000,4.021388028,57.80279085
7861600000000,4.021338719,57.81748481
7881400000000,4.021289649,57.83214527
7901200000000,4.021240817,57.84677241
7921000000000,4.021192221,57.86136638
7940800000000,4.021143858,57.87592734
7960600000000,4.021095728,57.89045545
7980400000000,4.021047829,57.90495086
8000200000000,4.021000159,57.91941373
8020000000000,4.020952715,57.93384422
8039800000000,4.020905498,57.94824247
8059600000000,4.020858504,57.96260864
8079400000000,4.020811733,57.97694288
8099200000000,4.020765182,57.99124533
8119000000000,4.020718851,58.00551616
8138800000000,4.020672737,58.01975549
8158600000000,4.02062684,58.03396349
8178400000000,4.020581157,58.04814029
8198200000000,4.020535686,58.06228604
8218000000000,4.020490428,58.07640089
8237800000000,4.020445379,58.09048497
8257600000000,4.020400539,58.10453842
8277400000000,4.020355906,58.1185614
8297200000000,4.020311478,58.13255403
